date,hashtag,mentions,estimated_reach,sentiment_score,top_country
2024-09-05,#Travel,133588,539018,-0.21,France
2024-08-05,#Sustainability,136570,431242,-0.81,Italy
2025-03-15,#5G,116794,221577,0.33,Italy
2024-08-04,#FoodPorn,22979,127923,0.52,Egypt
2024-06-23,#Startup,60466,217699,-0.12,Turkey
2025-04-22,#MentalHealth,184511,610113,-0.27,Egypt
2024-07-05,#BigData,22848,34962,0.61,Japan
2025-01-15,#Gaming,49088,201936,0.45,Italy
2024-10-22,#Politics,108503,205745,-0.74,South Korea
2024-12-24,#Gaming,176103,868476,0.47,Indonesia
2024-12-05,#MentalHealth,7619,43192,-0.59,China
2024-05-30,#Politics,139789,767115,0.08,UK
2025-04-22,#Innovation,44521,155095,0.87,India
2024-06-23,#Stocks,112850,219133,0.55,South Africa
2024-12-16,#Movies,56050,260908,-0.23,Mexico
2025-03-06,#History,76747,432828,0.52,Italy
2024-08-02,#Oscars,79631,217610,-0.3,Nigeria
2024-11-24,#Elections2025,198302,419015,-0.63,UK
2024-12-22,#Robotics,95455,383814,-0.9,Germany
2025-02-16,#NFT,54254,142451,-0.25,UK
2024-07-12,#Hiking,2860,7058,-0.39,Mexico
2025-01-22,#ClimateChange,50434,143291,0.1,South Korea
2025-03-15,#Travel,129690,500027,0.68,Egypt
2024-08-23,#MetGala,31514,78533,0.09,Russia
2025-05-10,#CyberSecurity,188609,1115056,0.72,Indonesia
2024-12-02,#Hiking,158034,524430,0.19,Germany
2024-09-14,#Travel,138452,259189,-0.55,Egypt
2024-06-14,#Blockchain,103095,311021,0.79,India
2025-02-20,#Fashion,108469,574359,-0.97,Germany
2024-06-11,#AI,43415,143178,0.28,Brazil
2024-08-17,#ViralVideo,99931,263091,-0.75,Indonesia
2024-06-21,#Startup,36637,123794,-1.0,Canada
2025-05-04,#SmartCity,171221,461081,-0.43,Spain
2025-05-01,#SmartCity,84805,323038,-0.72,UK
2024-10-10,#Travel,66773,176540,0.11,Japan
2025-04-22,#AIArt,195023,422567,0.95,South Korea
2025-01-28,#Movies,175433,1014328,0.66,South Africa
2024-06-14,#Vegan,113422,522749,0.32,Russia
2025-04-11,#MachineLearning,59637,154767,-0.28,France
2024-10-04,#MusicMonday,175843,485473,0.2,Indonesia
2025-03-10,#Motivation,115291,587359,-0.15,Turkey
2024-07-20,#BigData,157752,369901,-0.07,Indonesia
2024-06-19,#ViralVideo,86058,268307,0.64,USA
2025-02-08,#IoT,23306,114896,-0.32,Turkey
2024-11-04,#Movies,171119,757698,-0.54,France
2024-08-10,#Analytics,182574,297583,0.27,Australia
2025-04-26,#Books,125109,253651,0.39,Germany
2024-12-20,#Python,5579,13428,-0.09,Indonesia
2024-06-08,#Gaming,92877,420473,-0.49,Brazil
2024-09-07,#Blockchain,197149,1004932,-0.26,Indonesia
2025-04-28,#FoodPorn,113156,333332,0.06,Mexico
2025-05-13,#FoodPorn,14499,72805,-0.93,India
2025-02-24,#Sustainability,116942,273335,0.82,UK
2024-07-29,#Adventure,139974,493049,-0.71,UK
2025-02-12,#Hiking,181169,652805,-0.55,Mexico
2025-02-26,#Motivation,10203,60601,0.31,Mexico
2024-12-27,#Fashion,62128,252567,0.47,Russia
2024-12-30,#Startup,94273,189793,0.19,Turkey
2025-02-06,#TechNews,110706,429568,0.53,Brazil
2024-09-05,#MentalHealth,57502,243325,-0.27,Brazil
2025-03-27,#Books,171969,883641,-0.78,USA
2025-05-26,#MusicMonday,15642,23972,0.03,Italy
2024-11-18,#IoT,45118,210912,-0.83,UK
2024-07-26,#FitnessGoals,70999,213754,-0.39,Italy
2025-04-20,#Blockchain,45996,148328,0.86,Italy
2025-04-26,#MentalHealth,142924,410537,-0.35,South Africa
2025-04-21,#ViralVideo,64423,179328,-0.86,Nigeria
2024-12-04,#Python,158378,522999,-0.27,Egypt
2024-07-17,#Motivation,10656,34273,0.24,UK
2024-11-18,#Cloud,177411,806168,-0.39,Spain
2024-11-14,#Stocks,80379,427084,-0.41,Brazil
2025-03-26,#BigData,46617,236804,0.25,Italy
2025-02-03,#CyberSecurity,39697,167982,0.91,Brazil
2025-04-03,#FoodPorn,138413,621530,-0.21,Brazil
2024-09-17,#WorldCup,128945,430179,0.28,Spain
2024-06-21,#RemoteWork,130112,600283,0.75,Italy
2025-04-05,#Robotics,52250,216653,-0.75,Germany
2025-01-08,#FoodPorn,173683,762292,0.63,China
2024-07-18,#Business,193347,723417,0.75,South Africa
2025-01-14,#Sustainability,142146,742316,-0.26,Germany
2024-06-22,#AIArt,49577,253714,0.84,UK
2024-07-15,#SmartCity,193401,897295,0.55,Egypt
2025-05-27,#Analytics,17066,90540,-0.01,Mexico
2024-06-21,#FitnessGoals,192727,997010,-0.46,Mexico
2024-11-02,#BigData,23997,60416,-0.15,Egypt
2025-01-21,#Science,35945,83743,-0.89,France
2025-02-22,#Business,179961,848085,-0.8,Indonesia
2024-12-17,#Art,2576,11895,0.49,Mexico
2024-07-31,#Elections2025,19877,58236,0.35,Russia
2024-08-24,#Motivation,72926,329692,-0.86,France
2024-10-12,#SpaceX,68734,104898,-0.47,Italy
2024-07-13,#Fashion,26972,86638,-0.73,Brazil
2024-08-01,#SelfCare,16672,26544,0.96,France
2024-07-12,#TravelTuesday,91548,141752,0.07,USA
2025-02-22,#MusicMonday,163708,732746,-0.46,Mexico
2024-06-21,#Travel,186712,349115,0.39,Turkey
2024-09-05,#Entrepreneur,142347,324942,-0.18,Nigeria
2025-01-27,#Travel,73323,112839,-0.8,Spain
2025-03-01,#SpaceX,114099,528240,-0.77,Germany
2025-04-10,#Crypto,183469,1007504,0.83,Mexico
2024-05-31,#Foodie,145238,354064,-0.96,Turkey
2025-05-12,#Nature,123349,637697,-0.3,India
2024-10-14,#Innovation,107459,631900,-0.39,Indonesia
2024-08-11,#AIArt,149755,437521,-0.21,France
2024-07-04,#Elections2025,195664,401740,0.38,Japan
2024-11-05,#IoT,140224,554993,0.54,Mexico
2025-01-26,#Travel,72628,183359,-0.94,Japan
2024-11-26,#Business,161024,734439,0.97,Turkey
2025-02-20,#Crypto,129287,485732,0.17,Russia
2025-03-03,#SmartCity,40457,140924,-0.39,Brazil
2024-06-04,#SpaceX,153325,408197,0.81,Nigeria
2024-07-30,#Finance,75825,245046,0.03,UK
2024-10-30,#EcoFriendly,67940,375833,-0.99,South Africa
2025-03-25,#Travel,123982,233403,-0.83,Canada
2024-09-05,#Oscars,21568,81212,0.21,India
2024-06-02,#BreakingNews,52281,270724,-0.1,South Korea
2024-07-30,#Hiking,58106,294518,0.36,UK
2025-04-07,#Investing,113677,582920,-0.95,Nigeria
2025-01-23,#Motivation,10035,35044,-0.33,Brazil
2024-06-01,#Motivation,102895,293770,-0.23,China
2025-01-18,#Investing,44460,133623,0.42,Australia
2024-05-31,#Elections2025,134701,725985,-0.74,USA
2025-03-19,#Robotics,191726,393133,0.23,Russia
2024-06-26,#ViralVideo,56969,268596,-0.56,Nigeria
2025-04-06,#Oscars,140342,348251,0.33,Russia
2024-10-26,#Fashion,130940,610079,-0.68,Italy
2024-09-29,#Hiking,130605,216638,0.33,South Africa
2025-03-20,#SmartCity,32185,177417,-0.72,Spain
2025-01-13,#Stocks,25873,131095,-0.11,South Africa
2025-05-20,#Foodie,52045,245591,-0.6,Canada
2025-03-04,#EcoFriendly,184948,796550,0.61,France
2025-02-03,#5G,64373,113513,-0.06,Australia
2024-07-09,#Books,115094,426614,-0.58,Australia
2024-09-05,#Vegan,67487,114451,-0.13,South Africa
2025-03-07,#Art,94522,436665,0.84,Nigeria
2025-03-03,#Art,116298,246742,0.05,India
2024-10-15,#Fashion,40778,167498,-0.38,France
2024-08-12,#BreakingNews,179537,688270,0.75,Brazil
2024-06-13,#Analytics,47827,201817,0.63,Italy
2025-01-14,#Gaming,57357,151463,-0.97,Nigeria
2025-02-27,#AIArt,173663,331440,0.77,South Korea
2024-10-11,#Science,30247,168059,0.93,Italy
2024-06-27,#MusicMonday,78333,205967,0.55,South Korea
2024-09-15,#Adventure,14987,72486,-0.48,Turkey
2024-08-30,#Movies,184227,948960,0.54,Italy
2025-03-28,#FoodPorn,118883,195335,0.01,Nigeria
2024-06-21,#FitnessGoals,62188,319254,-0.28,Germany
2025-02-20,#TravelTuesday,47646,83026,0.92,South Africa
2024-11-27,#SelfCare,39450,153344,-0.34,Nigeria
2024-11-07,#Stocks,66788,366160,0.11,Canada
2024-12-27,#Foodie,182266,757149,-0.89,Australia
2025-03-25,#Education,30500,180964,0.45,USA
2025-05-20,#AI,139818,405548,-0.03,Canada
2025-03-25,#Health,174127,684128,0.99,South Africa
2024-11-15,#Hiking,113215,643826,-0.0,Italy
2024-07-19,#FoodPorn,7802,36620,-0.45,USA
2024-11-26,#Crypto,62253,314027,-0.75,Mexico
2024-09-14,#TechNews,40077,172438,0.99,South Africa
2024-06-27,#FoodPorn,46627,77939,-0.87,Italy
2024-06-12,#History,42990,126998,0.97,Germany
2024-11-06,#TechNews,160200,338221,0.12,Nigeria
2025-04-04,#TravelTuesday,130085,569003,0.6,China
2024-10-21,#Stocks,198153,319379,0.78,India
2024-06-12,#Education,195194,689006,0.3,Egypt
2024-12-16,#Health,2332,4672,0.74,UK
2025-04-24,#Innovation,156780,622638,0.02,USA
2024-08-08,#BreakingNews,116019,682404,-0.8,USA
2024-12-16,#Art,68802,322382,-0.18,France
2025-05-17,#Cloud,89810,457367,-0.04,Russia
2024-08-11,#Politics,165090,445996,0.76,USA
2025-02-13,#5G,42311,165957,-0.4,Turkey
2024-09-25,#Cloud,14784,34224,-0.46,South Korea
2025-02-19,#AIArt,100279,553846,-0.75,Italy
2025-01-07,#Stocks,106181,184288,-0.17,Turkey
2024-12-23,#TravelTuesday,58420,260071,-0.01,Egypt
2025-01-28,#FitnessGoals,147933,404115,0.8,Italy
2024-06-06,#Blockchain,90230,273720,-0.51,Italy
2024-11-03,#MentalHealth,35587,152096,-0.99,Australia
2024-07-16,#Python,186564,744344,-0.4,South Africa
2024-10-03,#Adventure,24646,42605,-0.79,France
2025-04-14,#Fashion,143328,527211,0.72,Indonesia
2025-04-26,#ViralVideo,197612,339286,0.82,USA
2024-10-22,#AIArt,16161,35371,0.92,USA
2025-03-14,#Adventure,122427,635629,0.52,Spain
2024-08-11,#SpaceX,138227,662655,-0.51,Germany
2024-08-30,#WorldCup,94385,509621,0.78,India
2024-11-10,#Education,172365,406677,-0.46,USA
2025-04-11,#MetGala,13173,55328,0.13,Spain
2025-04-07,#MentalHealth,154735,332826,-0.99,Canada
2025-01-06,#Travel,99598,307797,-0.87,Nigeria
2024-06-12,#Adventure,112640,642615,-0.12,Spain
2025-01-04,#Stocks,179469,379774,0.14,Canada
2025-01-22,#EcoFriendly,118580,407457,-0.96,Egypt
2024-07-19,#Adventure,64571,121110,0.21,Brazil
2025-01-28,#ClimateChange,131822,295062,0.55,Egypt
2024-12-06,#Travel,186138,433202,0.54,India
2024-06-26,#NFT,82247,264500,0.48,Nigeria
2024-11-09,#RemoteWork,94334,159396,0.37,Nigeria
2025-01-24,#MentalHealth,76593,444874,-0.95,Mexico
2025-03-28,#SelfCare,191353,982596,-0.16,Turkey
2024-07-15,#CyberSecurity,163573,821536,0.98,China
2025-01-18,#Travel,164480,783940,-0.43,Spain
2024-11-23,#Innovation,67727,378563,0.71,UK
2024-08-07,#Startup,70025,163164,-0.76,South Africa
2025-03-26,#Innovation,9719,19368,0.0,Egypt
2024-09-21,#MusicMonday,11148,51045,0.99,South Africa
2024-07-04,#MusicMonday,80277,257838,0.77,Japan
2024-08-28,#ClimateChange,146259,253916,0.93,Spain
2024-10-01,#DataScience,153259,488025,0.68,Canada
2024-12-05,#Art,160130,303257,-0.17,South Africa
2025-03-01,#Python,75834,203229,0.53,Italy
2024-08-12,#Cloud,75940,296883,0.98,Mexico
2024-09-13,#Art,15398,48389,-0.93,Japan
2025-01-20,#Health,106723,540263,-0.9,France
2024-07-21,#5G,144972,811914,-0.18,Indonesia
2024-07-11,#Analytics,93126,519589,-0.0,China
2025-04-21,#Investing,83306,125751,-0.28,South Africa
2024-06-23,#ClimateChange,124685,600483,-0.53,Turkey
2024-07-25,#MentalHealth,50693,264190,0.43,UK
2024-11-02,#SpaceX,38378,150287,0.99,Japan
2025-01-01,#Stocks,58911,232404,0.62,Australia
2025-01-09,#Foodie,184401,491495,-0.48,Mexico
2025-05-07,#Innovation,61325,97467,0.08,Indonesia
2025-05-21,#MetGala,137235,799751,-0.12,Japan
2024-06-29,#Python,95316,499851,0.68,Turkey
2025-02-12,#NFT,111466,366683,-0.32,Australia
2024-05-30,#MentalHealth,23858,77730,-0.02,Spain
2025-04-12,#Sustainability,135089,548626,-0.71,Germany
2024-12-15,#TechNews,114739,427899,0.69,Germany
2024-10-24,#NFT,196565,652924,0.51,UK
2024-11-10,#Productivity,192814,781527,0.97,Canada
2024-06-06,#FoodPorn,163557,907824,-0.79,Russia
2024-10-06,#Vegan,164311,314578,-0.87,Nigeria
2025-01-17,#Movies,44129,179099,0.9,South Africa
2024-07-18,#Cloud,120656,185209,0.78,Australia
2024-10-21,#Oscars,15464,38432,-0.19,Egypt
2025-01-19,#Foodie,52455,212435,0.7,Russia
2024-11-09,#Elections2025,33041,172686,-0.38,Mexico
2024-07-06,#Innovation,125159,693974,-0.5,Brazil
2024-08-10,#Python,19887,43397,-0.36,Turkey
2024-07-06,#Productivity,147011,598670,0.32,Mexico
2024-08-24,#Books,191669,1135803,0.49,South Africa
2025-05-03,#Entrepreneur,47935,228015,-0.08,Mexico
2025-02-07,#WorldCup,62774,321587,-0.21,India
2024-08-23,#TravelTuesday,154856,721645,0.02,Canada
2024-07-24,#CyberSecurity,162844,654836,0.69,Turkey
2024-09-28,#FitnessGoals,27561,161587,0.16,Nigeria
2025-01-25,#RemoteWork,144356,837661,0.02,Turkey
2024-08-20,#Nature,74160,312538,0.64,Canada
2025-05-02,#Cloud,119816,455479,-0.66,Mexico
2025-05-06,#BreakingNews,76323,346258,-0.98,Australia
2024-10-08,#Movies,8122,36854,0.01,Turkey
2025-02-16,#BreakingNews,86697,328095,0.34,Russia
2024-06-05,#Travel,192189,522633,-0.43,Canada
2025-05-17,#Business,192311,998757,0.45,Turkey
2024-10-05,#NFT,21019,122414,0.52,South Korea
2024-10-06,#Productivity,96069,236948,-0.74,South Korea
2025-02-03,#Business,171975,673925,-0.07,Italy
2024-08-14,#Science,149270,459803,0.6,France
2024-06-14,#CyberSecurity,108851,536906,0.58,Spain
2024-10-17,#Nature,53785,90961,-0.8,Nigeria
2024-07-28,#BreakingNews,153131,839123,0.17,Indonesia
2024-08-09,#Education,6947,13769,-0.12,Brazil
2025-03-14,#History,115183,468538,0.23,Brazil
2024-07-03,#SmartCity,96352,289296,-0.26,Turkey
2025-03-31,#Cloud,174687,701878,0.4,Brazil
2025-02-07,#Oscars,102531,386991,0.66,Nigeria
2024-08-22,#RemoteWork,51570,115788,-0.32,South Africa
2024-07-28,#Education,161116,579757,-0.39,China
2024-11-30,#BigData,171379,582705,-0.92,Turkey
2024-12-28,#Science,180547,737385,0.47,Spain
2024-12-29,#Politics,57851,219897,0.09,USA
2024-08-27,#MusicMonday,169942,645732,-0.91,Nigeria
2024-09-13,#MachineLearning,4432,18766,0.9,Brazil
2025-04-21,#Investing,199348,1151883,-0.37,Turkey
2024-10-06,#Vegan,150447,713923,0.01,India
2025-04-09,#DataScience,179084,334427,0.29,Egypt
2025-01-16,#EcoFriendly,64831,289402,0.94,USA
2025-04-04,#Vegan,148899,267117,-0.67,Turkey
2024-12-17,#MusicMonday,98000,427372,0.29,Canada
2025-04-20,#DataScience,16088,82396,0.18,Italy
2025-02-21,#Coding,60466,228683,0.31,Australia
2025-05-24,#Adventure,190069,412996,-0.21,Canada
2024-11-14,#Finance,54672,248444,0.22,China
2025-01-29,#RemoteWork,172614,336788,-0.37,Australia
2025-01-23,#Motivation,129211,233883,-0.21,Australia
2025-05-19,#Analytics,34675,166436,0.48,South Africa
2024-07-18,#Analytics,80542,219199,0.98,USA
2024-08-15,#Innovation,80987,126487,-0.21,Indonesia
2025-05-25,#EcoFriendly,106295,515564,0.09,Indonesia
2024-08-11,#SmartCity,124197,276376,0.02,Australia
2024-11-23,#Productivity,27918,43393,0.66,South Korea
2025-05-12,#FoodPorn,54220,182861,0.52,India
2024-09-12,#DeepLearning,99804,169724,-0.67,Brazil
2024-10-28,#Adventure,94159,535898,0.12,Russia
2025-01-17,#Python,119842,591350,0.41,Brazil
2025-02-24,#MusicMonday,134632,795856,-0.09,UK
2024-06-15,#Health,49451,228922,0.03,Canada
2025-01-08,#IoT,179175,902863,0.64,Indonesia
2024-11-15,#Finance,143244,377673,0.21,Germany
2024-08-04,#FitnessGoals,8554,25099,-0.1,Nigeria
2024-11-16,#EcoFriendly,198805,392774,-0.48,India
2024-08-12,#SelfCare,117693,331008,0.72,Germany
2024-12-06,#BreakingNews,1469,4666,-0.65,Italy
2025-01-20,#Crypto,31887,163696,0.18,Italy
2024-06-01,#Nature,198047,525313,-0.75,Australia
2025-05-20,#Investing,93676,154724,0.25,South Korea
2025-05-05,#Vegan,171531,825986,-0.57,France
2024-06-23,#BigData,17604,91272,-0.64,Spain
2024-09-07,#Science,169588,692142,0.1,Italy
2024-06-03,#Elections2025,1425,7404,-0.68,China
2025-01-02,#Business,160486,904101,0.26,China
2025-03-22,#Finance,165893,869596,-0.23,South Korea
2024-12-22,#ViralVideo,85279,175483,0.3,Spain
2024-07-01,#Books,136699,376939,-0.4,UK
2025-04-26,#Investing,140692,579811,-0.88,Japan
2025-04-17,#Analytics,129296,343037,-0.75,South Korea
2025-05-17,#Books,120244,212462,0.47,Indonesia
2025-04-29,#Blockchain,7369,39077,-0.48,India
2024-08-23,#Gaming,93266,278332,-0.02,Italy
2024-11-08,#FoodPorn,104983,281069,-0.44,Australia
2025-03-21,#MusicMonday,192471,547996,-0.92,Germany
2025-02-24,#Productivity,129807,472210,-0.57,Indonesia
2024-10-11,#TechNews,159568,377336,0.46,Germany
2024-12-24,#BreakingNews,65513,117719,-0.51,India
2024-11-07,#SmartCity,18874,68902,-0.72,India
2024-11-10,#Motivation,2633,6608,0.57,Egypt
2025-05-19,#TechNews,144967,317858,-0.7,Spain
2024-09-08,#Foodie,114689,203515,0.11,Egypt
2024-06-24,#Fashion,14225,45428,-0.91,Mexico
2024-12-21,#WorldCup,119740,268065,0.39,South Africa
2024-12-15,#ViralVideo,105901,566424,-0.91,Canada
2025-04-05,#SmartCity,54584,284688,0.51,South Africa
2025-02-23,#BreakingNews,155776,623675,-0.72,India
2025-05-05,#Hiking,116633,684794,0.23,Canada
2025-04-18,#Entrepreneur,95248,311185,0.9,Italy
2025-03-06,#Elections2025,8612,18648,0.57,Italy
2025-02-03,#TechNews,122588,396746,-0.93,Germany
2024-06-11,#Movies,133857,562340,0.95,Germany
2025-01-10,#History,16109,38957,0.45,France
2025-04-17,#FoodPorn,90824,457653,0.01,Egypt
2025-02-02,#Business,196867,541018,0.22,Indonesia
2024-10-01,#Elections2025,109987,236125,0.34,South Africa
2025-03-17,#Investing,80116,164060,-0.66,China
2024-11-16,#Coding,87390,379280,0.23,China
2024-07-07,#Python,178278,864257,0.81,Canada
2025-04-17,#RemoteWork,43225,188735,0.48,India
2024-08-11,#Elections2025,131476,489815,-0.47,Brazil
2025-03-16,#FitnessGoals,95298,493525,0.09,Italy
2024-11-01,#CyberSecurity,12035,27559,-0.76,India
2024-10-02,#EcoFriendly,83115,392218,0.24,Indonesia
2024-08-02,#Nature,97310,306285,-0.05,Turkey
2024-07-23,#EcoFriendly,106835,578132,0.27,China
2024-08-09,#Cloud,50207,132306,-0.91,Indonesia
2024-11-04,#NFT,146469,380395,-0.74,Japan
2025-03-18,#Business,110246,307846,-0.21,Japan
2024-07-04,#Art,11642,65475,0.32,India
2025-03-12,#AI,56642,309878,0.36,Indonesia
2024-10-03,#SpaceX,31092,133177,0.33,Egypt
2025-03-22,#Foodie,155868,335158,0.38,USA
2025-02-03,#TechNews,42804,92940,0.29,Canada
2024-09-11,#TechNews,23340,137525,-0.22,Russia
2024-12-11,#SmartCity,157496,374271,-0.6,Mexico
2025-04-24,#Cloud,19172,63466,0.94,France
2025-02-06,#Startup,79440,475511,-0.41,Italy
2024-07-12,#EcoFriendly,2974,12056,-0.69,Australia
2024-09-18,#Innovation,1441,4899,-0.98,Japan
2024-07-06,#Productivity,16517,49762,-0.05,Japan
2025-04-17,#Science,45319,157599,0.86,Mexico
2025-02-01,#Blockchain,179901,1040846,-0.27,USA
2025-02-01,#5G,59738,315753,0.14,South Korea
2025-01-31,#Entrepreneur,189734,1111824,0.6,Brazil
2024-10-26,#ViralVideo,115792,477793,0.18,Turkey
2024-08-26,#5G,195091,461973,-0.71,Japan
2024-08-27,#Elections2025,91126,434189,0.08,Spain
2024-06-10,#WorldCup,20555,97426,0.89,France
2024-10-22,#Oscars,22080,43814,0.21,Turkey
2025-04-19,#MetGala,150870,385660,0.86,Japan
2024-07-15,#Analytics,98749,331533,-0.28,Nigeria
2025-01-03,#Vegan,80000,323935,-0.49,China
2024-07-31,#TravelTuesday,189514,858227,0.08,Australia
2024-12-30,#Productivity,131102,324727,-0.35,Nigeria
2025-02-08,#DataScience,150521,805584,0.96,Canada
2024-12-11,#Sustainability,192426,333008,-0.58,Turkey
2025-02-21,#WorldCup,133913,786822,-0.96,Germany
2024-06-14,#Business,15707,42614,0.84,Russia
2025-01-08,#Sustainability,76226,145650,-0.58,Spain
2025-01-01,#MachineLearning,68256,215340,0.7,Spain
2024-08-08,#Sustainability,6440,14995,-0.23,Germany
2025-05-10,#Fashion,116616,385087,-0.62,Indonesia
2024-08-31,#ClimateChange,112396,195270,-0.27,Mexico
2025-03-15,#Education,138120,822272,0.69,Spain
2025-01-24,#Nature,5083,28098,0.52,India
2025-03-22,#Books,97352,278254,-0.8,Mexico
2024-06-03,#Politics,66562,261831,-0.17,Australia
2025-03-20,#Politics,5134,15978,0.9,Australia
2025-04-11,#5G,66939,173036,0.36,Italy
2024-07-15,#ViralVideo,44412,171550,-0.69,Germany
2024-06-23,#Science,12515,20797,-0.21,Indonesia
2024-12-18,#SpaceX,133895,550460,0.52,Japan
2024-11-05,#Cloud,184331,704559,-0.29,France
2024-11-10,#Movies,23709,42391,-0.96,South Africa
2025-03-06,#Nature,20767,86512,0.81,India
2024-07-23,#BigData,153239,756316,0.08,Japan
2024-08-20,#Photography,96100,145140,0.5,India
2024-09-04,#Python,5455,20053,0.66,Indonesia
2025-01-05,#NFT,24720,37201,-0.14,Egypt
2024-08-28,#Politics,20600,63902,0.17,USA
2025-02-05,#Health,143682,637401,-0.47,China
2024-07-23,#CyberSecurity,198202,697060,0.6,Nigeria
2025-05-06,#AI,89133,202754,0.42,UK
2025-05-03,#EcoFriendly,132977,777066,0.43,Nigeria
2024-09-04,#Robotics,23544,138793,0.76,UK
2025-02-28,#MachineLearning,106174,364494,0.17,Russia
2024-11-06,#BreakingNews,53968,190971,-0.35,Italy
2024-09-26,#DataScience,19683,80235,0.02,USA
2025-02-04,#Nature,17186,97190,0.91,South Korea
2025-05-04,#Art,9457,17765,-0.13,South Africa
2025-03-09,#Travel,23143,129886,0.57,Australia
2024-11-11,#ClimateChange,26793,45604,-0.76,India
2024-06-28,#DeepLearning,128762,518132,0.28,Australia
2024-07-06,#Gaming,89688,183902,-1.0,France
2025-02-14,#Innovation,50698,302299,0.71,Turkey
2024-11-05,#Coding,28072,75963,0.9,Egypt
2025-02-02,#Nature,15778,75438,0.59,South Africa
2025-05-09,#MentalHealth,15787,43500,0.28,Russia
2024-07-08,#RemoteWork,111254,434879,-0.09,Canada
2025-03-01,#Sustainability,194645,791175,-0.13,Indonesia
2024-10-05,#Books,105508,581328,-0.95,UK
2025-01-21,#5G,64951,179431,-0.05,Mexico
2025-02-03,#DeepLearning,161063,507137,0.11,Nigeria
2024-08-01,#IoT,100529,513709,0.3,Turkey
2025-01-31,#Oscars,199039,453492,0.27,Mexico
2024-09-12,#Innovation,101337,234223,0.17,Australia
2025-02-03,#Robotics,132891,697124,0.87,Brazil
2025-04-28,#MentalHealth,13220,28269,0.69,Canada
2025-01-06,#DataScience,162685,415523,0.25,South Africa
2024-08-17,#BigData,31364,174185,0.57,Germany
2025-03-15,#TechNews,57006,96817,-0.18,Turkey
2025-03-09,#Crypto,151390,834616,-0.91,Russia
2024-10-03,#Hiking,63413,166443,-0.19,Mexico
2025-04-26,#Startup,139157,574345,0.13,Egypt
2025-05-06,#Foodie,36011,91947,-0.57,Germany
2025-04-11,#Hiking,28314,166513,-0.05,Australia
2025-03-28,#Python,49218,169975,-0.8,Nigeria
2024-08-29,#CyberSecurity,101867,296867,-0.5,Canada
2024-11-15,#Nature,79383,207131,-0.91,Japan
2024-12-20,#AI,34234,115725,0.49,Japan
2024-07-24,#Elections2025,127914,744834,0.1,Egypt
2025-04-22,#ClimateChange,15784,64411,0.83,USA
2025-01-29,#AIArt,6869,29624,-0.53,India
2024-08-07,#Investing,81599,294436,0.66,Brazil
2024-07-17,#IoT,96963,206028,-0.51,Australia
